Minisector,LEC,NOR,Fastest
0,302.9067644844942,296.84434027015874,LEC
1,239.8169986001867,233.91417733685043,LEC
2,132.78672032734076,124.40211224352458,LEC
3,237.67911572898635,241.38757759509429,NOR
4,195.266560338831,193.28775289875225,LEC
5,245.15857115245822,249.74447131524695,NOR
6,233.9853719460616,237.24884759677957,NOR
7,257.9298322827862,259.82324301781836,NOR
8,293.0804806929381,284.66368670319594,LEC
9,204.0264164982146,209.98601665157116,NOR
10,210.66055894863788,206.9514306931055,LEC
11,276.9426255312842,271.2561129992958,LEC
12,214.30604636607654,218.94741114785185,NOR
13,255.311126984127,251.40023381424984,LEC
14,293.3960408584127,290.9154196099856,LEC
15,315.78112193362193,305.6207903706481,LEC
16,324.2403736865801,302.53731064278566,LEC
17,215.94250102951594,208.72103035327035,LEC
18,262.27138598857965,263.2587599814966,NOR
19,293.0420192615385,293.0675513575932,NOR
20,306.75241916836944,306.2876245755844,LEC
21,311.8580246644712,299.551209628522,LEC
22,157.07716400565457,151.53965069418973,LEC
23,235.27755707541448,234.30194901288692,LEC
24,279.8607446323451,283.6467160622143,NOR
25,287.2499986285714,,LEC
