Minisector,VER,HAM,Fastest
0,279.27763311596635,286.56911124772034,HAM
1,123.32997996385778,106.97792634016355,VER
2,156.63347438279445,173.75629730011676,HAM
3,218.5940937254155,204.19588958475197,VER
4,162.6726977464263,166.99750570006742,HAM
5,240.34179397447338,248.44901120982288,HAM
6,212.3210207483857,171.85371509920208,VER
7,132.18619168218402,150.6812417980633,HAM
8,230.3340799806579,250.94175746353153,HAM
9,274.3880851806862,291.79479010276924,HAM
10,286.4541692212885,259.35548294893425,VER
11,155.89710377638264,149.0280087452814,VER
12,226.17445644676332,236.4272390669055,HAM
13,271.4897368421053,279.28548291139083,HAM
14,268.46940962735965,189.71850212345677,VER
15,105.23394824750694,111.38059100974915,HAM
16,219.65851337948988,237.78770719759396,HAM
17,269.29851540616244,288.3241497508821,HAM
18,290.120122905098,312.15218260324474,HAM
19,298.28446722523705,326.5752233142857,HAM
20,304.2518674136321,334.82490191058827,HAM
21,293.474345194794,203.13827150926917,VER
22,158.18509878334694,166.36273580751444,HAM
23,236.73399444426923,262.1818849739683,HAM
24,275.1418174213075,262.0171963649771,VER
25,283.38,,VER
