Minisector,HAM,VER,Fastest
0,253.61641978344502,259.17035879569414,VER
1,134.9093545247272,134.28416441603588,HAM
2,200.3838721445213,191.77074895770562,HAM
3,244.34527568007326,243.53333333333333,HAM
4,255.35758706089752,253.63769043900885,HAM
5,178.65354805789852,178.46078433699898,HAM
6,147.34201111607183,147.10689117512922,HAM
7,180.18938939850307,179.33105232899464,HAM
8,99.92128401715645,104.08326029919525,VER
9,72.76568897843995,75.79427630837702,VER
10,93.2467291764812,93.88188487278094,VER
11,184.04675234132475,175.90819422401765,HAM
12,242.9797440003734,238.24938528681884,HAM
13,264.1797096354947,248.7499996952381,HAM
14,271.8241764336996,266.51058178451484,HAM
15,112.73944626830789,116.81540817580107,VER
16,149.03730064975923,143.7741789849211,HAM
17,189.75112026161088,188.05995091626914,HAM
18,199.40390009172972,193.23917902236744,HAM
19,207.6288517019608,204.50164320874867,HAM
20,138.0067323026819,138.7543742517489,VER
21,114.11255011873516,112.94851632758677,HAM
22,94.44947913419637,94.5780395454079,VER
23,195.8916623589449,193.57995725440725,HAM
24,247.75485086364344,247.03990231843753,HAM
25,,262.2166656,VER
