Minisector,HAM,BOT,Fastest
0,323.5774270720802,316.1644002429052,HAM
1,337.4033499190476,325.2021963687619,HAM
2,346.18394894351815,322.45658109014073,HAM
3,185.81796508970035,189.82981070506028,BOT
4,122.01036325528058,120.87733748637532,HAM
5,263.99541381643905,262.6141516266667,HAM
6,299.09925967593784,297.03180141489275,HAM
7,313.1726033646685,311.6316230085125,HAM
8,265.9697050743259,279.968289947013,BOT
9,142.05223222859567,137.10552037540052,HAM
10,214.0543052268967,208.2186320382894,HAM
11,206.5121314130504,207.96163701713473,BOT
12,192.27131324639507,188.59923752477746,HAM
13,265.0172953216596,264.252947163175,HAM
14,299.71495236558223,300.35076753684206,BOT
15,311.5479697696066,314.06922221511115,BOT
16,251.06132847081085,252.77148875869364,BOT
17,208.35442397141586,204.25098954708164,HAM
18,271.57702823737714,268.9285332876929,HAM
19,304.5925692088889,303.929292,HAM
20,318.7438829361953,315.34040190623136,HAM
21,298.92047225620337,295.19562342183576,HAM
22,199.75765657489296,194.42086550578534,HAM
23,257.7974498173545,263.21228740761904,BOT
24,297.0257742531987,299.3675936469642,BOT
25,308.3277774222222,309.4875,BOT
