Minisector,HAM,ALO,Fastest
0,268.6188972382587,267.7635700276408,HAM
1,288.0702649595682,288.77966305092656,ALO
2,285.11035687597706,295.55777320006393,ALO
3,122.68386161699597,123.39923536369521,ALO
4,193.9498658070073,189.16473078762115,HAM
5,248.30218911890947,251.7262449254971,ALO
6,140.63845335903954,136.9349471807117,HAM
7,205.75023730009596,194.86366426706638,HAM
8,256.08423708126446,251.0501118750558,HAM
9,276.36547238861175,279.03380271824267,ALO
10,229.1383700149403,231.88037777577628,ALO
11,171.52868411155336,178.9095300920251,ALO
12,188.88694381082604,182.32629380466452,HAM
13,142.78692021088915,144.72708407731855,ALO
14,180.2881231315849,172.76839402655222,HAM
15,158.4575330165451,158.5604943413492,ALO
16,215.4916287621983,214.577239921643,HAM
17,234.27551981946755,232.8155470706792,HAM
18,237.93815245056206,236.77352641535137,HAM
19,245.08850921675213,233.47826409798827,HAM
20,139.87664950566023,139.4737393441706,HAM
21,134.20781364597008,135.99770459661613,ALO
22,169.40187518227665,163.46678173256538,HAM
23,149.27589033419233,146.42666657518802,HAM
24,223.52756287834515,218.5193515333656,HAM
25,,252.2,ALO
