Minisector,VER,HAM,Fastest
0,273.5441670139669,269.5263425011472,VER
1,232.82587194633876,240.74676775404322,HAM
2,110.8327755369948,106.29033336860978,VER
3,177.07517472150468,166.4768234002797,VER
4,177.29308543804515,163.72167974356262,VER
5,212.64578952727274,208.20155856081308,VER
6,269.6316955689165,272.3539572598035,HAM
7,288.6693696430252,286.0113419577705,VER
8,182.82124300999408,166.8674193980133,VER
9,121.62974053574548,119.4169187108202,VER
10,134.01952636657293,130.10233099181772,VER
11,176.99264680749616,194.95117431918365,HAM
12,216.9675653991619,184.6038036393149,VER
13,129.01467787527318,128.81996887144143,VER
14,151.03507759527025,120.86066270092928,VER
15,115.25631901525416,126.59462001761374,HAM
16,249.89175697011783,254.39777201066667,HAM
17,135.2499381635112,132.19424113531397,VER
18,187.52355899555764,199.49897443724865,HAM
19,121.38693069583344,112.72779957101567,VER
20,127.15046428032898,121.59972955747538,VER
21,118.55111449889976,116.85259951273997,VER
22,137.14043590700885,148.72493742878962,HAM
23,214.44393235713866,208.55854913735092,VER
24,231.01261649452147,232.76564771070582,HAM
