Minisector,NOR,LEC,Fastest
0,256.0258425892421,252.44625272681142,NOR
1,219.4291104711111,217.80942104035555,NOR
2,208.60635845121953,202.92168898150118,NOR
3,254.97757587925926,255.6450012248804,LEC
4,269.94046707678433,270.7699998526984,LEC
5,290.4280209303704,289.3682222648889,NOR
6,160.0710333003954,159.43373203793453,NOR
7,179.2797747697831,160.33870645968253,NOR
8,265.86047156221423,265.7285965213362,NOR
9,298.0235906361905,295.4379774625801,NOR
10,310.24657505619706,308.08957325027023,NOR
11,313.0848212503704,312.0951948461612,NOR
12,117.73519555626284,117.16638536752615,NOR
13,185.8269131817344,191.44369665476302,LEC
14,268.5752185396825,268.4646964747662,NOR
15,294.63360844879816,293.9963415597861,NOR
16,302.49833333333333,301.85350993868974,NOR
17,191.09225170493508,187.95117167876865,NOR
18,222.1303346982313,214.16231211442732,NOR
19,272.5963526250292,268.41791030179894,NOR
20,146.24462385738707,149.75613305450426,LEC
21,142.86658578051558,144.24437253258043,LEC
22,217.78814999558097,218.54276129575757,LEC
23,234.03343650841012,236.6294941789169,LEC
24,161.4220758711496,158.21459045979813,NOR
25,224.85499776,223.35185303703705,NOR
