Minisector,NOR,STR,Fastest
0,297.28733837627175,298.90601181797973,STR
1,208.33898080235372,184.93815643738176,NOR
2,225.57044052249216,223.59063862506466,NOR
3,275.7038947614446,275.5784478113052,NOR
4,246.9546750818481,229.2066895068436,NOR
5,132.3168810970244,123.73946026422212,NOR
6,209.78813641446874,201.86427935534397,NOR
7,244.70309500283705,230.66337464419487,NOR
8,239.01352247412495,214.39402882764873,NOR
9,232.35749130676643,233.92650808895792,STR
10,274.4099970025198,272.14736264072775,NOR
11,289.2066307832125,289.98781142518595,STR
12,293.46846754156434,301.712068849849,STR
13,295.3835993563407,318.85483519114734,STR
14,295.5775414105806,324.19109243697477,STR
15,249.21648277525335,215.66177850544037,NOR
16,239.5018793722142,235.7118497316926,NOR
17,277.8640346751868,284.57911416256997,STR
18,289.3487023809524,282.346965502163,NOR
19,157.7630143597912,134.7386952835522,NOR
20,212.1331632852725,183.02981301506495,NOR
21,174.3545405490031,146.21504289568273,NOR
22,146.5395428359409,153.9355841656884,STR
23,245.47693788937752,244.61797281208962,NOR
24,284.28237131221374,284.9889054610281,STR
