Minisector,HAM,RIC,Fastest
0,284.43190435809527,289.6467102877193,RIC
1,286.6719298245614,296.6962724491228,RIC
2,173.94388992774083,162.5541105101574,HAM
3,221.28583737436367,218.45933329066665,HAM
4,269.0158588538273,270.80947319524984,RIC
5,287.07675413333334,292.4061401824561,RIC
6,285.83997499348374,300.7044817927171,RIC
7,185.53208320035077,179.30681605136192,HAM
8,124.02707968139033,122.68302853693234,HAM
9,244.77787377909976,249.42161162788753,RIC
10,277.47703418713,282.9389410887218,RIC
11,282.0217105403509,292.54201453892546,RIC
12,157.91879608790953,138.85523574700855,HAM
13,190.70285999685498,192.75183176946308,RIC
14,250.3551964074518,255.82845798458052,RIC
15,212.65466679466667,195.92934404646505,HAM
16,219.80863114611574,220.21716637866666,RIC
17,222.77554379130433,209.64233305599998,HAM
18,240.66108577264234,247.12195607188406,RIC
19,272.66228287857473,278.630701754386,RIC
20,285.5491227508772,293.44699069629627,RIC
21,266.5488154452002,268.5917865142857,RIC
22,232.35018137971016,221.97166677333334,HAM
23,203.24230756923077,205.15811073238086,RIC
24,259.5032353106201,265.66578941754386,RIC
25,276.0375008,,HAM
