Minisector,VER,ALO,Fastest
0,271.1236549102088,272.75116154434784,ALO
1,247.53886847337475,238.3336470420052,VER
2,120.99790044479633,125.31371942984447,ALO
3,169.21921862841248,162.26512110752745,VER
4,197.0205220456192,199.57963463710576,ALO
5,189.3818789388775,193.7756035567816,ALO
6,260.48627887299915,263.4139812207792,ALO
7,284.18004157866665,283.7954510008318,VER
8,237.37911799713646,224.18205504296296,VER
9,149.28329809964552,147.09605964344274,VER
10,122.28139554818776,119.72061180758348,VER
11,166.85852029805028,163.68359398897243,VER
12,247.30332687150025,244.3401632426475,VER
13,158.8517985769634,153.5334867764026,VER
14,145.63927059849726,144.82654626046934,VER
15,106.1740220031843,102.10569744048551,VER
16,215.45670179660502,228.58428637391975,ALO
17,240.42093923189714,240.62066408657006,ALO
18,130.44612387616445,128.6983260286118,VER
19,240.71758874677707,237.9804823881459,VER
20,273.72250602185466,273.3026423741935,VER
21,200.75314769084312,199.30885401707272,VER
22,152.0639730885748,146.16474046285427,VER
23,220.83568535482445,221.40287537042622,ALO
24,228.44227863331972,230.5013710419876,ALO
25,,260.45,ALO
