Minisector,SAI,ALO,Fastest
0,291.392916003013,287.5588780283541,SAI
1,299.0873096247042,297.4565767529412,SAI
2,278.5690363120181,279.0554927392562,ALO
3,105.3680632800944,104.82810787750297,SAI
4,221.16313132986124,217.94253165488536,SAI
5,271.419590461244,269.13421691370235,SAI
6,203.14144887194342,199.02298542555008,SAI
7,162.69272714047793,155.42725032121814,SAI
8,210.0443902373757,207.8982198220738,SAI
9,223.85535425008484,209.984582355671,SAI
10,115.31720043379467,116.04968722267597,ALO
11,227.66903997478406,222.53820479244754,SAI
12,120.3104995037242,121.04975984684759,ALO
13,216.14306076807725,219.34825794593053,ALO
14,275.164118980279,271.1778045931094,SAI
15,215.24980251143595,211.1498510897344,SAI
16,189.14195984728923,188.78257149083942,SAI
17,251.90555586287678,245.44069072046176,SAI
18,203.72559896194429,199.67935263689802,SAI
19,170.21049595353875,173.57110294770004,ALO
20,261.49005563233237,253.43166985923995,SAI
21,285.91242507106494,282.5919116862745,SAI
22,170.27872908197511,175.9212171556545,ALO
23,207.08523318659698,201.79272872234293,SAI
24,269.9920711580806,267.83498213874634,SAI
25,,282.14,ALO
