Minisector,VER,ALO,Fastest
0,258.03360541239806,260.25618430139366,ALO
1,142.81434521857452,133.15966660533485,VER
2,267.23931426359115,268.39036502521793,ALO
3,309.5471247167947,309.0373477537278,VER
4,308.93986303070574,308.52726204830475,VER
5,316.4362698677954,314.88872689185183,VER
6,320.40943751991114,317.18676666880003,VER
7,315.25015123793946,317.8313595753992,ALO
8,200.12117152163347,198.35839388488995,VER
9,203.83725697655584,204.27235432715344,ALO
10,182.15068124935857,177.53069941804966,VER
11,179.9828601284034,167.8732588239444,VER
12,256.94816409274733,253.81300359339824,VER
13,276.1770801323232,273.82498529429574,VER
14,284.7842705773754,282.2945184994855,VER
15,270.6744672741895,258.68881917535333,VER
16,185.611725059839,167.32411685695124,VER
17,195.9304409401905,195.4946370378118,VER
18,247.97801415749322,247.06857205369863,VER
19,289.1390577196372,288.59602171887155,VER
20,308.9846604181242,306.9341234800905,VER
21,314.50964284675325,312.3812362590476,VER
22,309.11239733434064,309.5337773564835,ALO
23,252.50604064287745,249.35115275533852,VER
24,121.10290275421488,120.39336122477756,VER
25,231.3875,,VER
