Minisector,VER,SAI,Fastest
0,280.9655962030602,281.69988531738386,SAI
1,296.5437572635268,296.7523712258817,SAI
2,297.8885415238095,291.36080529044136,VER
3,187.9826541287204,175.76924393547785,VER
4,220.3511936767231,216.99146032441269,VER
5,205.65343603384704,192.7749666551621,VER
6,183.07429498404073,175.64827886633515,VER
7,208.92777813525998,204.20746343723786,VER
8,257.28673468272785,256.4043881761905,VER
9,269.59321872231885,261.3795021381065,VER
10,172.41479623682739,166.7275052530163,VER
11,238.3948084028147,233.36781585136072,VER
12,118.71195619445432,112.45824338191237,VER
13,220.08847062154004,220.21388979614056,SAI
14,275.40922013724315,274.53514774494334,VER
15,288.91927405714284,288.68538252226335,VER
16,220.20390202954258,197.96910760806497,VER
17,182.1513629707196,183.73293397621688,SAI
18,263.75276723741257,265.57027567238094,SAI
19,290.7366480608192,290.39201931081953,VER
20,302.3314066922124,301.7376105777778,VER
21,302.079621767565,300.6642446759963,VER
22,273.5047477920099,263.4764152619462,VER
23,117.78703005736239,114.1277811710759,VER
24,238.81224657493652,239.36723413302857,SAI
