Minisector,HAM,ALO,Fastest
0,278.14003612753623,277.6751625904762,HAM
1,295.8895834133333,293.04067464126985,HAM
2,233.30048623194116,241.11984024126983,ALO
3,118.7480900135473,112.62886405286187,HAM
4,137.3207853438811,133.6628560535243,HAM
5,249.05833370793653,251.05975668703397,ALO
6,250.03655705979128,244.8552084,HAM
7,124.15321705028276,125.0965627695732,ALO
8,244.59670182222223,248.45076728518052,ALO
9,255.49882811549583,264.4613815134199,ALO
10,205.46537305747125,209.67978382222222,ALO
11,142.69321105638375,142.7932268902027,ALO
12,205.04285718095238,212.23692719455784,ALO
13,257.65456966211974,262.08937943720133,ALO
14,122.45433459817033,116.06853695626822,HAM
15,185.83246077049196,194.20436580063492,ALO
16,254.01323489723825,257.99346038168494,ALO
17,287.2783333333333,285.9793156495238,HAM
18,302.74402778753273,299.67969934436087,HAM
19,309.9454365206349,303.1886203524232,HAM
20,312.1868749866667,304.91833333333335,HAM
21,162.8582942084716,160.97290991195527,HAM
22,148.8183863834291,151.12157054090633,ALO
23,201.65355509475813,199.10349446881722,HAM
24,235.3615385846154,237.09597227945488,ALO
25,264.9833344,,HAM
