Minisector,VER,NOR,Fastest
0,247.90206491257084,246.60757868693727,VER
1,280.8165631006211,283.25533333333334,NOR
2,193.11311157849673,182.07328460611066,VER
3,152.31039570001292,153.88811025930954,NOR
4,258.8199071604938,259.9674546519937,NOR
5,268.4036856485696,265.0850960820513,VER
6,223.77763914666667,214.9662726934602,VER
7,195.3450229827991,195.0238628740658,VER
8,151.34589595154222,148.45383581397496,VER
9,209.57217197619048,211.4293561289517,NOR
10,274.9448333482667,268.30256410256413,VER
11,127.09583409382715,122.95752107609145,VER
12,202.4861101381818,210.8539914666261,NOR
13,268.4737178666667,271.8908333653333,NOR
14,287.056965543437,291.982107993237,NOR
15,294.580303030303,299.8855072463768,NOR
16,256.14806301092324,240.4385257633739,VER
17,134.89728418935775,133.5249442883955,VER
18,129.25690242344322,127.61046885174011,VER
19,121.36456669528445,116.89112617117375,VER
20,223.87590443367682,226.5686467682764,NOR
21,256.71739865387144,255.45650359647266,VER
22,245.26717740408162,233.7415333947357,VER
23,224.3432066608055,212.96841321139095,VER
24,138.73034992691638,134.75964253017005,VER
25,206.0,,VER
