Minisector,HAM,VER,Fastest
0,291.13088402341856,294.4576261653816,VER
1,301.0930643279503,302.81344703030305,VER
2,275.3403730804799,274.91658168515954,HAM
3,116.39511041312467,116.5559887102037,VER
4,228.1167091115613,235.30526033582981,VER
5,272.09077165936293,275.21349173333334,VER
6,219.39770962380953,211.07237956129032,HAM
7,175.17917701278245,177.13813069496155,VER
8,209.23914104242425,221.02011490434595,VER
9,217.9268068580979,228.35555555555555,VER
10,120.24437897207484,120.0527034333922,HAM
11,229.80277735111113,235.3571898749347,VER
12,121.90216956276115,124.7039347456968,VER
13,229.66353073529797,233.75806809735448,VER
14,274.125166976,278.4626189409524,VER
15,218.2051564263677,216.62404352261382,HAM
16,210.9211508,213.0380956735615,VER
17,253.81244881783243,260.28069065328606,VER
18,207.08610922020202,202.4420943203386,HAM
19,199.2680731706898,197.35749916503303,HAM
20,267.49573883733336,270.5330377470789,VER
21,287.1385868985507,286.66014488115945,HAM
22,172.98317359942627,167.03503114116626,HAM
23,222.18158006121834,225.6576341248324,VER
24,274.7913414843197,280.91719074267684,VER
25,285.72636810217574,,HAM
