Minisector,SAI,GAS,Fastest
0,153.10802502472592,144.67635702913552,SAI
1,160.8668855692389,137.21215287610627,SAI
2,159.1287259753328,162.1179032651329,GAS
3,114.13659698908819,110.19077217446223,SAI
4,139.84583344197532,156.7797205475402,GAS
5,133.48295350213922,194.15555555555557,GAS
6,105.97732381134762,139.6049155658963,GAS
7,176.40398437575433,152.69901676498574,SAI
8,210.59467787114846,136.6107983313688,SAI
9,125.88575875725729,142.4090983616579,GAS
10,139.84532967032968,171.0957125927598,GAS
11,217.01922649190584,135.04348045597038,SAI
12,249.0182910258658,172.10909090909092,SAI
13,263.8357142857143,178.17383926164624,SAI
14,272.32472527472527,171.71855293999974,SAI
15,276.5333334153846,118.62368391556267,SAI
16,228.48677226666666,93.74820952626864,SAI
17,81.01758103362637,112.60417920322169,GAS
18,107.87289229192135,120.05161154641083,GAS
19,174.3656431206256,144.88357945396825,SAI
20,175.8804711256236,174.2303762353979,SAI
21,176.7106575963719,124.87555737106274,SAI
22,159.40107749660277,172.00495913650795,GAS
23,171.83465847272726,183.98833301333335,GAS
24,116.16138697943556,,SAI
