Minisector,SAI,NOR,Fastest
0,317.5637437154346,317.5793835140314,NOR
1,326.00904966469506,325.31309526095237,SAI
2,321.83153778442147,329.18408228786035,NOR
3,184.17600921255888,192.17159214192088,NOR
4,125.8892529988628,116.18429370933603,SAI
5,261.59980368501596,261.6994014791563,NOR
6,298.62520737501507,297.9327158284706,SAI
7,312.49854831918975,307.61430559999997,SAI
8,268.1770744383261,253.33570576876522,SAI
9,139.31340684357752,139.6340003640499,NOR
10,209.55782793224708,209.75373326393026,NOR
11,209.75003486452894,205.44852193658474,SAI
12,193.6940788943653,187.27642222519063,SAI
13,265.25033835326644,270.6745796169143,NOR
14,300.8386540836458,310.72294065247087,NOR
15,312.30024986983653,328.104052848735,NOR
16,256.4276986107137,253.8130840730508,SAI
17,211.04163897072078,214.47264688923477,NOR
18,270.9847263232778,269.72484501044585,SAI
19,304.9638447895739,304.227434244039,SAI
20,315.57901158466467,313.3098760444444,SAI
21,296.62425736630087,289.80953737655557,SAI
22,204.1284517960189,201.2286190806349,SAI
23,264.51435137186456,263.1789225870759,SAI
24,301.05511586279374,299.3358338805797,SAI
