Minisector,VER,OCO,Fastest
0,313.2436649632653,304.8300306217989,VER
1,223.7389670067999,212.63717159695238,VER
2,128.4230684432807,129.2361156007874,OCO
3,217.54224091728824,218.50114088877845,OCO
4,262.8839700682508,262.7416516967313,VER
5,287.7038858238768,285.1855147938075,VER
6,303.9722427545098,298.46799714061626,VER
7,269.7812445865195,260.6355460127607,VER
8,168.35032191261473,164.60903794997722,VER
9,237.66793462605364,237.78400811507936,OCO
10,272.53273208857144,267.1414984424557,VER
11,246.9862971254189,259.41114416342856,OCO
12,199.35838473822903,206.08687763929495,OCO
13,123.85966683683993,125.46533603754736,OCO
14,124.28018410209575,118.26085321282703,VER
15,157.6135853708636,158.46855920267163,OCO
16,123.7725702224359,117.22852879088398,VER
17,224.18800416969697,221.6373678950776,VER
18,166.7972190671781,171.47685952798184,OCO
19,152.4087839264564,150.71120034368226,VER
20,241.82896656817292,239.64994785862433,VER
21,274.84047646933334,267.7996732758348,VER
22,292.46722179386245,288.19227284977774,VER
23,303.3520834768254,298.03067427555555,VER
24,310.1556122049887,305.0178301801896,VER
25,312.2071424,307.8421051698499,VER
