Minisector,BOT,GAS,Fastest
0,297.1192756592108,291.39714902456143,BOT
1,308.4645664717087,296.8004638814815,BOT
2,159.4166737606396,169.3608094,GAS
3,219.6061741015873,220.98734461859092,GAS
4,279.9624990877193,272.45401430716254,BOT
5,306.8795088937202,293.72017532631577,BOT
6,317.3237045064426,301.5460648888889,BOT
7,167.25007779990656,188.7364549218827,GAS
8,117.37083205756613,120.36183103639895,GAS
9,250.7718237968254,247.79563443809525,BOT
10,290.34999955087716,283.8455119672004,BOT
11,304.2313726028011,296.19233123337153,BOT
12,149.41817080747978,157.39688196519236,GAS
13,191.2073172994709,185.79500351341267,BOT
14,255.8058022311447,257.4170350294785,GAS
15,207.50224455384614,207.65335156672347,GAS
16,217.25497526129547,214.40371188272675,BOT
17,213.8178336853333,213.75984176275446,BOT
18,240.51387551995555,240.23536751062412,BOT
19,272.8502187789474,273.2975,GAS
20,288.98026301754385,292.03225521505914,GAS
21,267.82660363307315,267.8999241454703,GAS
22,226.61232706666667,230.9165364871526,GAS
23,200.53254996073963,202.36324766910388,GAS
24,259.27442223267894,260.40479146666667,GAS
25,276.4124992,281.17500017777775,GAS
