Minisector,VER,ALO,Fastest
0,248.46670519966312,241.82053602321253,VER
1,292.79055456053976,272.9380848135218,VER
2,170.47493332466416,164.72964778235416,VER
3,166.09537005908962,151.67739444036036,VER
4,257.80134599599415,254.84113309529374,VER
5,264.8929823399553,265.83259928719576,ALO
6,220.03553245025728,225.59063427425502,ALO
7,191.33245164356126,195.08728445432612,ALO
8,155.80096034599833,153.68217455967437,VER
9,210.1155461247668,205.98374449989257,VER
10,270.73237983981556,270.95815449037315,ALO
11,122.02328198342093,121.0447357390227,VER
12,208.13850446170892,194.31317538676652,VER
13,277.00956527912166,266.68280003809525,VER
14,305.5258343995939,290.171673750924,VER
15,322.1247780705096,299.813720111746,VER
16,260.17072640678265,274.06447583209876,ALO
17,129.2582277575864,127.52346138961693,VER
18,132.60550069647334,127.24621503648561,VER
19,119.62975269663309,117.88892121656436,VER
20,224.86420520634923,214.01903308770142,VER
21,250.88778507889876,248.22879660495238,VER
22,225.98578318444368,241.86359857138146,ALO
23,207.1087165762605,201.1462684732867,VER
24,135.4980324672097,127.32850084280511,VER
25,215.925,206.363927296,VER
