Minisector,PER,GAS,Fastest
0,291.60918150949345,291.16911889657916,PER
1,300.5865312964265,302.48463241322634,GAS
2,304.8270751079739,309.18467787114844,GAS
3,298.78666549841273,299.4408383461587,GAS
4,172.52955561634408,163.6903141516199,PER
5,207.19520802552609,203.36967372465793,PER
6,232.69006571439675,233.78311194653298,GAS
7,264.98859931552,263.18429630319696,PER
8,250.35924671311332,256.361,GAS
9,162.02719425918607,158.91236408263754,PER
10,221.01664566239785,218.96278950724638,PER
11,130.43339817468458,130.3527298856819,PER
12,231.42410946367573,223.93325396825398,PER
13,178.5563274700529,182.06565916680154,GAS
14,215.15770791966386,199.53536796536798,PER
15,245.9847729648485,230.60820957306012,PER
16,264.1051917798942,258.20329166666664,PER
17,287.529709836555,279.80947146172844,PER
18,161.0813491619822,160.33163563065068,PER
19,171.36397378534588,157.56004040079742,PER
20,143.85369625305205,138.52639386760234,PER
21,232.1026758164671,229.88608257457062,PER
22,264.78838316103617,262.3241987096225,PER
23,247.7229894690909,246.6288976778166,PER
24,280.0940038460024,271.3666666666667,PER
25,,284.8812496,GAS
