Minisector,VER,NOR,Fastest
0,269.1423719471623,277.5682737350702,NOR
1,289.47643242718885,303.2016110806719,NOR
2,298.76043951048206,307.6245595840822,NOR
3,128.46152340888906,120.1678554060139,VER
4,195.28709145171513,189.6904761245485,VER
5,253.4258778031746,251.4504596940285,VER
6,140.19296480178593,132.7384528408466,VER
7,201.38553349004144,195.9892893141814,VER
8,257.46729092396606,255.97809571552366,VER
9,283.3996861245772,281.48540830718827,VER
10,236.79527429943965,231.01588385348973,VER
11,185.25700829547102,174.72148100872863,VER
12,183.4330721905028,188.06067142164625,NOR
13,149.99518850740182,142.03872297473353,VER
14,174.80001866021504,170.2719036557568,VER
15,163.77897728989294,159.0395413810297,VER
16,214.25927477285038,211.69816013926365,VER
17,239.37804700813186,236.26312403008063,VER
18,242.30806634855546,238.73061424622833,VER
19,249.28450711143088,232.87970601643224,VER
20,144.25368881605914,138.91456431011315,VER
21,137.0690603917355,130.66568013946122,VER
22,166.74389468354732,168.3926666271291,NOR
23,152.97394454999272,151.2841972019166,VER
24,226.5714913466834,222.7511203645181,VER
25,,256.1685222516888,NOR
