Minisector,HAM,STR,Fastest
0,265.17846689163656,263.08880179753936,HAM
1,256.71790133909343,250.08205054358976,HAM
2,169.76030167102442,166.75448883291213,HAM
3,249.40130895238096,248.72171818463463,HAM
4,271.4309178759141,267.44611733999835,HAM
5,197.524891625592,200.01186558838168,STR
6,124.51416348486546,126.13275634098785,STR
7,161.8009939213485,150.64466822587272,HAM
8,258.4421468717949,253.48615850357032,HAM
9,184.01396337152946,198.52362378876686,STR
10,182.75535561142857,172.07502903210474,HAM
11,257.3726946818143,255.21661309223603,HAM
12,246.26064568498168,242.1417009875589,HAM
13,259.46821018147836,252.9453425231286,HAM
14,283.48297062028985,277.79570768240245,HAM
15,289.04058897444503,290.6807974028985,STR
16,145.93813148212482,152.85033699505496,STR
17,232.08085380823763,229.14265976469773,HAM
18,284.24466814409936,279.84337001446113,HAM
19,302.68278970434784,294.2966096761905,HAM
20,309.1244613151927,298.68888893968256,HAM
21,315.0817459301587,302.2409420057971,HAM
22,144.07315961347598,187.17672702508446,STR
23,85.74999404226485,91.67703551208474,STR
24,172.32305806262926,157.19271775416715,HAM
25,243.81250133333333,243.96583402666664,STR
