Minisector,NOR,SAI,Fastest
0,275.37498334911567,268.49268168048485,NOR
1,240.11009433184108,241.84990313797545,SAI
2,119.91157470487815,119.35297702605631,NOR
3,176.2653754978818,170.48813058718954,NOR
4,196.51586058453628,185.06956520417555,NOR
5,203.54890285113999,203.2720763205861,NOR
6,267.7738174317493,263.85183017311897,NOR
7,289.34487491388103,285.3301882706767,NOR
8,229.56152143197463,244.2019221483506,SAI
9,151.69804732084333,148.318829765547,NOR
10,121.8026620368742,116.26525696624026,NOR
11,161.26760740679276,150.9605225150718,NOR
12,243.98602299204288,238.61991899999998,NOR
13,153.14879537349645,157.34509904041295,SAI
14,159.75455921062712,143.17949763265884,NOR
15,106.32554466008041,117.82134385339583,SAI
16,224.70132686569562,205.36199241345403,NOR
17,234.55407826539684,248.02205204402603,SAI
18,132.03623203639924,123.74125423124987,NOR
19,243.12657352049925,232.17670796588834,NOR
20,277.3514044377489,271.1182758104308,NOR
21,197.9460401416563,219.32433343226,SAI
22,165.21737980547186,145.05683388836883,NOR
23,221.02298790734736,215.49998331665225,NOR
24,234.8464935606349,219.05890467502013,NOR
25,260.68125088,254.30807213333333,NOR
