Minisector,VER,NOR,Fastest
0,326.59965120701327,322.7198438242229,VER
1,336.50178810561323,331.95845251555556,VER
2,333.4646033192868,335.92220395789474,NOR
3,196.75084418054155,181.88511458140587,VER
4,131.18539534908004,141.77033442382694,NOR
5,268.491780004794,270.63421040730094,NOR
6,304.30483539694086,303.45495280357864,VER
7,318.1723824323882,313.88761947468674,VER
8,276.91826212052877,275.9312683552841,VER
9,146.05216030795134,158.228788913356,NOR
10,224.3679398578597,229.74462038079366,NOR
11,233.82846511501307,237.56075255824058,NOR
12,207.8747975911549,211.95451270102947,NOR
13,279.8365956519712,275.11155371616996,VER
14,311.86754808990474,308.4176959077937,VER
15,324.9116439448068,317.5751653434921,VER
16,278.715478367205,268.9676028787313,VER
17,223.43620464738538,225.3719046501185,NOR
18,279.1155193164001,281.5507774479081,NOR
19,312.8263753004572,310.90117384207184,VER
20,324.67341047308645,323.20225667669604,VER
21,309.6096542098551,310.85793554285715,NOR
22,227.65936809011168,225.7750486946038,VER
23,275.76631634108355,272.46637046179336,VER
24,309.8683783803896,310.4465756961966,NOR
