Minisector,NOR,GAS,Fastest
0,263.01740203921565,254.77754554074076,NOR
1,139.32890852891057,128.83396971077792,NOR
2,197.9115950730159,200.95000175238096,GAS
3,248.93120134754506,248.80800053335696,NOR
4,261.76953166666664,261.5173414806349,NOR
5,187.4430589482669,178.36772957441812,NOR
6,149.80770146095463,142.9623373608642,NOR
7,184.81457387977335,186.64438525918032,GAS
8,103.6238545634812,103.59542133726464,NOR
9,78.20771525298507,77.46517960273795,NOR
10,93.88781188040417,95.1285982814298,GAS
11,172.67106489772257,183.16634218528137,GAS
12,245.45915975394917,249.32725463845316,GAS
13,271.46086790404695,271.5214291809524,GAS
14,279.7611117511111,267.554543450945,NOR
15,120.96659408073516,107.65991582457653,NOR
16,132.49909070015838,152.36061074213552,GAS
17,195.93198737430635,189.40302045228174,NOR
18,202.3949076661778,200.4798832714404,NOR
19,225.22238893544974,205.4261902222222,NOR
20,137.50337757006818,134.28079045807843,NOR
21,119.83637872761904,106.71595594175093,NOR
22,89.98765470949458,96.70207092236507,GAS
23,196.269110641215,202.28411571266736,GAS
24,252.28480451764705,250.48333401904762,NOR
25,262.2416661333333,,NOR
