Minisector,LEC,OCO,Fastest
0,293.70869081142854,293.78729078864274,OCO
1,304.83650318702234,303.2230901636339,LEC
2,291.0997871809774,279.66569966310226,LEC
3,110.00514535390788,108.71268933815585,LEC
4,220.40160385346502,223.30668290799687,OCO
5,274.3051414773183,273.0929154149083,LEC
6,209.38369851950708,201.38596448784992,LEC
7,154.1784975187995,160.34106475578497,OCO
8,203.38795778428914,199.37907735368773,LEC
9,220.30890622098386,206.25602722658007,LEC
10,121.15297747954934,113.46048486061773,LEC
11,229.57906243792917,227.5291543536277,LEC
12,117.53540617962013,117.05453822439256,LEC
13,227.33356491555557,221.17523059282775,LEC
14,276.4432707113315,278.64291072080806,OCO
15,216.42760838270388,209.36862716947948,LEC
16,189.4771925495872,179.34824504561405,LEC
17,251.69916687183672,249.48252415238096,LEC
18,189.3246914621216,191.8744966342435,OCO
19,186.0740049599162,174.484502617638,LEC
20,267.4681343011111,265.5717988668178,LEC
21,287.4844955972789,293.68014284734295,OCO
22,165.4612336100901,168.16469286206737,OCO
23,204.93631784089212,212.99123538904817,OCO
24,276.4850069029957,276.6554997904047,OCO
25,,293.9375,OCO
