Minisector,VER,SAI,Fastest
0,269.1423719471623,268.12108772483367,VER
1,289.47643242718885,290.93812821900286,SAI
2,298.76043951048206,296.0400505643094,VER
3,128.46152340888906,123.40817279793922,VER
4,195.28709145171513,194.4870035315044,VER
5,253.4258778031746,255.93540161056808,SAI
6,140.19296480178593,134.1076092593613,VER
7,201.38553349004144,197.67557161716533,VER
8,257.46729092396606,256.1004734699074,VER
9,283.3996861245772,279.828187453929,VER
10,236.79527429943965,229.83945065082548,VER
11,185.25700829547102,175.06438180902114,VER
12,183.4330721905028,188.87588021664033,SAI
13,149.99518850740182,143.60284512475786,VER
14,174.80001866021504,179.1035509390077,SAI
15,163.77897728989294,156.97627489651512,VER
16,214.25927477285038,205.99414285138417,VER
17,239.37804700813186,230.27243193768714,VER
18,242.30806634855546,236.69834304429514,VER
19,249.28450711143088,245.90885279581835,VER
20,144.25368881605914,136.1938750136223,VER
21,137.0690603917355,137.7674807487857,SAI
22,166.74389468354732,156.58240518169262,VER
23,152.97394454999272,147.52033727020475,VER
24,226.5714913466834,218.04493140561917,VER
25,,254.6140341872226,SAI
