Minisector,VER,PER,Fastest
0,251.29629748525866,251.89411714504357,PER
1,128.71066226556064,124.4118391155204,VER
2,261.0821107168017,259.7868469361743,VER
3,304.40940448220323,303.85295083210883,VER
4,304.9652300128139,305.4982589734666,PER
5,313.52465146577686,314.62854438381396,PER
6,317.1074584323232,318.59262820512816,PER
7,319.1963668018775,320.5726062369785,PER
8,187.4656104308647,184.73277763160198,VER
9,191.1444067946425,184.49343453437498,VER
10,185.54566778120702,181.02577617580602,VER
11,173.8884587026531,172.98906091781387,VER
12,255.75153580873564,246.4454012214858,VER
13,273.23707073618095,269.26401086677936,VER
14,280.8701454002709,274.36791051278436,VER
15,280.4499729232423,271.09441549090906,VER
16,174.03806929349565,171.6391124179827,VER
17,183.93886940082854,181.06717564804492,VER
18,237.14734104541682,231.90325672094215,VER
19,282.2003995642051,281.63432876705815,VER
20,303.43260923573536,303.78704000579125,PER
21,309.50867274045856,309.6640426089802,PER
22,309.0869755845805,308.6817038990476,VER
23,242.00145202666752,241.1636957125336,VER
24,115.61762170053584,111.21321462723363,VER
25,226.28140344738424,,VER
