Minisector,LEC,PER,Fastest
0,231.10433996645295,232.36324766117002,PER
1,281.25424764100933,287.624910072397,PER
2,294.75971312638086,303.8773769070955,PER
3,299.70416659393936,307.08374992,PER
4,265.63970073827664,271.3220461777778,PER
5,168.69417989153183,167.7707564326332,LEC
6,260.46866611559153,262.80460266038256,PER
7,281.0001983105064,280.59558986666667,LEC
8,214.4655406692983,204.03506467704418,LEC
9,216.14445702030395,220.5724823564626,PER
10,183.664006126976,179.77060518661224,LEC
11,224.7293199633157,225.4984493442177,PER
12,201.66261201043812,195.70148531756567,LEC
13,214.1845753444992,208.94114385827677,LEC
14,217.60513045123153,221.03820542284714,PER
15,181.19646951296977,176.26896134036124,LEC
16,248.6180541777778,252.27938180266668,PER
17,288.9577309533264,295.5735495183134,PER
18,304.429223169161,312.5323623218045,PER
19,290.3466289460462,289.5638224847683,LEC
20,129.18805293997463,124.23823780027345,LEC
21,164.934710365449,156.6473011467953,LEC
22,151.00648639543513,159.6649561296394,PER
23,202.68883057268047,192.89562487843136,LEC
24,143.72218977452937,145.32103148444574,PER
25,179.65,,LEC
