Minisector,NOR,RUS,Fastest
0,322.22814069943473,317.4884799340606,NOR
1,319.4497992072804,323.44306045238096,RUS
2,169.95047516814947,161.95622571049597,NOR
3,163.74573246476191,157.54874914509767,NOR
4,200.48259446194243,198.37104974987608,NOR
5,150.32876751324682,150.2730583755665,NOR
6,207.16824905627982,201.11267230911568,NOR
7,272.6069833743916,273.40108856296297,RUS
8,293.0217024795592,291.9629629037037,NOR
9,288.96514733803923,279.51646191136507,NOR
10,240.00432407685884,229.5178835817143,NOR
11,241.10552996692786,234.21770333314313,NOR
12,220.42458668654245,212.79821307597882,NOR
13,174.7665390971492,170.80321408840032,NOR
14,142.02820744701768,136.7546880167619,NOR
15,133.70627446133105,131.94963355922172,NOR
16,207.14592621714286,207.8354207266183,RUS
17,272.17052913015874,271.15089172952383,NOR
18,200.98616366506667,175.0616473446712,NOR
19,114.38360308569008,117.93009685099341,RUS
20,212.3542848914286,206.45616996760612,NOR
21,189.05060596236558,190.16699021061225,RUS
22,252.6782899321905,250.85214479111312,NOR
23,276.3172021285714,278.33221523468757,RUS
24,303.0339587131345,305.7216199151746,RUS
25,313.0,,NOR
