Minisector,HAM,PER,Fastest
0,229.64199085243456,232.04827502601452,PER
1,283.10231314365245,281.72839462716047,HAM
2,297.87866670933334,296.4624494365609,HAM
3,304.58596643963284,303.2883282020704,HAM
4,271.6456239341817,267.9776315269704,HAM
5,165.26972466362332,165.78581864624633,PER
6,260.26106306206896,261.25928103844797,PER
7,272.30464742564106,277.4188616168159,PER
8,214.31591415717,202.0192612037065,HAM
9,219.11568832403523,215.55530539916697,HAM
10,186.1044411785899,169.57189965891473,HAM
11,219.10643988686869,224.05277750789506,PER
12,207.52940678098523,193.0236324108907,HAM
13,216.8894718052798,198.68933603809523,HAM
14,219.0596272881966,211.96588075138203,HAM
15,183.5554973305098,168.61237006932194,HAM
16,245.45367337398474,246.60100498390807,PER
17,284.61950057319115,284.24975801655785,HAM
18,295.6530000213333,299.096310862793,PER
19,282.71269095009524,282.8708026173337,PER
20,131.9601068827514,129.41838146937533,HAM
21,162.78358778671202,157.56974850729188,HAM
22,150.62896800087856,154.02243029234825,PER
23,211.56456618139524,201.10078936216217,HAM
24,143.87127023996123,147.915269310321,PER
25,178.93332906666666,,HAM
