Minisector,LEC,GAS,Fastest
0,293.97300151466675,286.09069727625973,LEC
1,304.5235118899471,297.57541558257384,LEC
2,309.29059748289245,303.5252714801542,LEC
3,308.8810382747942,289.048529132549,LEC
4,167.06415892978822,170.73971332063493,GAS
5,207.42512944963818,200.44744455111112,LEC
6,234.2601463709091,231.1670178031623,LEC
7,267.2745168002457,263.67555555555555,LEC
8,241.7249480493582,254.8844241655707,GAS
9,156.4638931921181,158.94469329992737,GAS
10,223.506949543416,222.29723583613378,LEC
11,128.02585427345625,125.08216112380953,LEC
12,227.4945454523356,223.22956062092936,LEC
13,183.78119974748344,181.5285629768079,LEC
14,208.540223547046,205.85633598451358,LEC
15,239.96815403797297,234.79015626666666,LEC
16,263.17975762077924,257.67179413983365,LEC
17,289.42433022380953,282.84712418300654,LEC
18,150.3172752415154,159.65271024446474,GAS
19,162.48849662752207,156.13295229728394,LEC
20,139.58258813767114,137.46350365019438,LEC
21,226.78482815306424,219.7478641150031,LEC
22,263.0767046206784,259.4530348634574,LEC
23,247.44620536034634,243.87298186899645,LEC
24,274.87380866528065,267.7109939044282,LEC
25,,280.5250001777777,GAS
