Minisector,RUS,HAM,Fastest
0,303.3596076238095,304.4949756468966,HAM
1,151.48999878799566,149.15543918851907,RUS
2,215.39604823318427,211.2897926916402,RUS
3,287.4127030289947,288.34985238588234,HAM
4,317.6817009454682,314.44044722779444,RUS
5,316.692346486712,316.59330354285714,RUS
6,159.99097724931576,180.29768805460319,HAM
7,124.97367840915223,121.25977204136524,RUS
8,258.4135084497769,254.26862438184872,RUS
9,299.75714679054624,295.87514894285715,RUS
10,298.4210704457143,295.73663031454845,RUS
11,136.60051076852858,141.92539639338872,HAM
12,176.51283707657515,173.96978712256407,RUS
13,246.10367997598073,244.4577689776927,RUS
14,185.01211648326532,194.52254688545563,HAM
15,194.13031202594945,189.10695371174603,RUS
16,195.73702794533466,194.75317607665016,RUS
17,231.13929847521644,231.83403979580953,HAM
18,280.3910049901982,277.72014106706763,RUS
19,297.0346538714286,294.48172600404797,RUS
20,239.95693201904845,248.22972570532212,HAM
21,200.5576733867886,197.58174049894993,RUS
22,189.79439182368594,177.30275720081724,RUS
23,269.99198008599296,262.6498158881939,RUS
24,310.7395209052281,301.64505209333333,RUS
25,318.1666666666667,309.0,RUS
