Minisector,LEC,HUL,Fastest
0,301.5524320950458,302.70646268084056,HUL
1,210.02574200060064,210.02288482742858,LEC
2,231.38814742439962,232.14329946984626,HUL
3,279.68816125709793,277.6938724005037,LEC
4,248.00143230454108,241.95144930771525,LEC
5,126.79428924150963,124.09408108955108,LEC
6,215.40027506349708,213.2977288155111,LEC
7,267.35519685514737,260.7873172403743,LEC
8,248.85899469793586,253.367295363826,HUL
9,240.25089051165568,236.19571158603173,LEC
10,279.3100173078852,279.22951920728457,LEC
11,296.0192848048073,299.0533918236883,HUL
12,311.9265208967145,309.8495472422804,LEC
13,323.2314943068501,313.5455101910204,LEC
14,326.26055559111114,313.20320299744105,LEC
15,270.9150268659377,252.94018758523,LEC
16,247.5877940231511,242.87497368288598,LEC
17,287.864908051948,282.90866446064615,LEC
18,310.3886002734362,296.71337508799996,LEC
19,156.52853044018687,155.7188574516236,LEC
20,214.28322233843244,208.66942478712645,LEC
21,192.1186176618082,182.55616071365722,LEC
22,141.83327389342406,141.27068623258145,LEC
23,239.5022457385908,240.53967859456176,HUL
24,283.80764177577583,284.07092893669204,HUL
25,296.71666773333334,299.1222215111111,HUL
