Minisector,HAM,GAS,Fastest
0,258.2280481616162,258.5429188075924,GAS
1,127.82346579506991,133.0963838836227,GAS
2,201.55075640098764,200.5995150311111,HAM
3,246.94964719267978,246.65267826622573,HAM
4,253.78950440804232,255.47272548923078,GAS
5,173.4297358935873,174.29139870236915,GAS
6,146.56749790861662,146.71000907018316,GAS
7,187.15405291843553,181.63805011485448,HAM
8,99.33344590828584,100.36663824936406,GAS
9,71.79420967373231,73.84504941174684,GAS
10,97.20979987504762,94.3374974774704,HAM
11,181.7380265893273,184.91209048368017,GAS
12,243.4651784137143,244.48373380215872,GAS
13,267.83694465094015,268.6204041507483,GAS
14,279.42776484500763,279.774577745887,GAS
15,117.86460042544061,109.81864522165495,HAM
16,145.51510778405586,146.88421332454598,GAS
17,187.0396795043771,185.51736645815873,HAM
18,195.35630984126982,193.8277291589709,HAM
19,210.19714924632575,206.24692195760286,HAM
20,132.65069271344763,135.94450234962963,GAS
21,115.95774375575681,114.03098051118327,HAM
22,95.4767117132141,95.43964273812966,HAM
23,194.53888300771956,194.39648137759636,HAM
24,249.302240040777,247.53696393396825,HAM
25,263.26785645714284,262.67999743999997,HAM
