Minisector,LEC,HAM,Fastest
0,273.7352496604444,270.0933269329132,LEC
1,233.77126637360936,235.0667677540432,HAM
2,112.79918262492488,105.68352629194071,LEC
3,182.17393750602966,174.0264417210182,LEC
4,182.94314911891985,161.96510932269413,LEC
5,220.41258585236412,215.8521278538428,LEC
6,271.23316393351126,275.21914997696143,HAM
7,289.1383551588304,285.1724776839261,LEC
8,185.70367896288198,153.0800717299229,LEC
9,131.19100507552082,113.70583545984775,LEC
10,138.6696033122238,140.34290393172114,HAM
11,192.71068476952084,220.6025714464295,HAM
12,218.29683374933336,162.3453327727048,LEC
13,132.6414378330421,131.21218365558164,LEC
14,145.79413269339352,101.43418847225132,LEC
15,133.6405631419166,187.7579089489216,HAM
16,248.9797670442701,244.9372859747186,LEC
17,145.16907852372813,126.70930533119771,LEC
18,194.1746796137931,167.15546396439092,LEC
19,124.05271354906226,121.75103353602645,LEC
20,132.685920029889,106.00330019221002,LEC
21,121.8072110977344,122.51001688559738,HAM
22,140.33060491910072,199.405567015578,HAM
23,215.7142592474074,206.0200639193344,LEC
24,236.85373458295695,247.164500224,HAM
25,259.58729891516356,,LEC
