Minisector,LEC,SAI,Fastest
0,282.25726526295364,280.4887969924812,LEC
1,124.05767512746156,119.68403415078883,LEC
2,158.7479692728452,161.28181621635576,SAI
3,218.8958106813187,208.63514748014651,LEC
4,158.69860874752928,158.50930831315787,LEC
5,239.03265722597405,243.01980434521465,SAI
6,213.68014990180845,202.98192376772505,LEC
7,134.83269284547768,132.76403963291344,LEC
8,230.90937814764015,232.94274214119426,SAI
9,274.26386554452796,274.4775092191759,SAI
10,280.4600762085137,282.37923504358616,SAI
11,146.54198954754648,148.54022148571428,SAI
12,213.1750980682473,217.46455786666667,SAI
13,266.90781749841267,268.15204244176215,SAI
14,268.7034280747475,256.76507425989075,LEC
15,96.52282039363064,99.64285031963003,SAI
16,219.16848586155285,219.4457016813328,SAI
17,270.679942472671,270.03774441142855,LEC
18,290.6256022408964,292.2492945580247,SAI
19,302.03349678580764,304.5202137764043,SAI
20,308.48518643608685,310.3509383887955,SAI
21,287.1467857015873,279.04638706543307,LEC
22,153.7775117177216,149.44224282702325,LEC
23,230.03844749913043,233.7647875102041,SAI
24,274.30097219812416,276.71349792232814,SAI
25,287.57660317297325,,LEC
