Minisector,PIA,HAM,Fastest
0,310.0209625242236,307.35262731178716,PIA
1,240.03435913982923,228.65727425994694,PIA
2,130.28995513843418,130.1516905170507,PIA
3,231.03178681360546,230.90903468978652,PIA
4,193.14546252290194,192.84430255218976,PIA
5,250.12198812380953,247.95444268293738,PIA
6,233.88423646875128,231.73265379450626,PIA
7,258.81795003768985,258.91996362533956,HAM
8,295.57988856238734,293.1837421172684,PIA
9,198.54617597247537,197.89293121894403,PIA
10,204.51210004667408,212.43835177669723,HAM
11,276.0991234871593,276.46474640422434,HAM
12,218.37568466732785,206.84350708921605,PIA
13,255.10585581230302,251.51978775477053,PIA
14,294.69386458882786,294.68200286494226,PIA
15,312.19211518499276,310.94184671072463,PIA
16,312.083682837458,310.48413246273014,PIA
17,205.32576793333465,207.04783257607582,HAM
18,263.4477814493531,264.76476635473193,HAM
19,299.3147245845749,297.12024286989083,PIA
20,313.3263911068783,313.88182654885935,HAM
21,312.7057183238095,313.2633332297143,HAM
22,147.52976872327685,142.60228920276163,PIA
23,234.9692699875329,232.7665171327113,PIA
24,289.12884749150413,289.81398853194804,HAM
