Minisector,LEC,VER,Fastest
0,282.89616201145134,278.2790423660664,LEC
1,225.0196896121905,221.91778517333333,LEC
2,112.96005787010789,113.44694477915814,VER
3,203.4426747604396,194.35726416727272,LEC
4,175.22314881173043,172.54096213817454,LEC
5,226.6729352626087,222.69019675605227,LEC
6,280.91931316494805,280.3264815204507,LEC
7,296.3399141502645,293.5671053473684,LEC
8,170.58416674370372,168.53624323793596,LEC
9,124.69237088349608,127.45000580186537,VER
10,135.82114998663783,139.66053196574873,VER
11,197.80151183004097,197.611858556346,LEC
12,213.2996434140007,206.07679225171108,LEC
13,130.56868998706926,134.05635450666665,VER
14,146.69977601635665,138.12583725890678,LEC
15,128.803929305831,138.30564233273748,VER
16,256.17859352,252.30947035151513,LEC
17,143.28660864860728,136.5362986941209,LEC
18,210.38191391648354,209.4011666231718,LEC
19,133.87238571154634,131.69179625550828,LEC
20,148.87303717065637,143.6160097985693,LEC
21,126.75294579820229,127.75973834223188,VER
22,155.90821524424783,157.14453738727158,VER
23,224.7355825756347,219.82161909638097,LEC
24,242.33055547936505,240.09055317598342,LEC
25,268.7875008,,LEC
