Minisector,VER,OCO,Fastest
0,279.27763311596635,266.737882141896,VER
1,123.32997996385778,106.22452617997959,VER
2,156.63347438279445,163.52881534429753,OCO
3,218.5940937254155,199.2168452952381,VER
4,162.6726977464263,158.10643663587723,VER
5,240.34179397447338,241.14963377689517,OCO
6,212.3210207483857,156.6682256678788,VER
7,132.18619168218402,139.09856195519706,OCO
8,230.3340799806579,241.54743934548753,OCO
9,274.3880851806862,284.7856525354209,OCO
10,286.4541692212885,264.4069421867945,VER
11,155.89710377638264,143.59334774980695,VER
12,226.17445644676332,233.57494133396622,OCO
13,271.4897368421053,275.68078671814965,OCO
14,268.46940962735965,214.15640057720057,VER
15,105.23394824750694,100.96818936370263,VER
16,219.65851337948988,229.95265247495126,OCO
17,269.29851540616244,277.74052443654324,OCO
18,290.120122905098,303.75872564935065,OCO
19,298.28446722523705,317.6273096691469,OCO
20,304.2518674136321,326.01072304063376,OCO
21,293.474345194794,206.82289855072463,VER
22,158.18509878334694,160.5444859854712,OCO
23,236.73399444426923,254.0822222222222,OCO
24,275.1418174213075,283.2536632,OCO
25,283.38,,VER
