Minisector,LEC,SAI,Fastest
0,317.65320198545453,316.08392667420895,LEC
1,323.98892956362437,323.4429915912868,LEC
2,319.8468597095065,320.0737337662338,SAI
3,189.27131140063491,170.83738609386722,LEC
4,128.74994520335719,132.82949314800283,SAI
5,261.2384083774359,262.35433333333333,SAI
6,297.3724850638095,296.52424996143947,LEC
7,307.3798958114286,308.09732919254657,SAI
8,266.54012935454807,259.0694323107953,LEC
9,145.80096762214654,145.85484459941912,SAI
10,212.8479357258835,213.39125154227992,SAI
11,219.08106207726206,217.15111309811348,LEC
12,193.1081411582404,196.18474471606825,SAI
13,264.6811850727562,266.07163991452893,SAI
14,300.54194674873855,302.3797138278388,SAI
15,312.4268181006699,311.1563509915152,LEC
16,252.07633061189162,260.6892704380952,SAI
17,207.2245198222054,213.3411511522715,SAI
18,271.77651009015875,275.15684265010356,SAI
19,304.11475231117794,304.60961965939265,SAI
20,312.83246692250464,312.33983439171845,LEC
21,294.03145371428576,290.3928472222222,LEC
22,207.99302058653265,208.92476614934614,SAI
23,263.08706487265306,265.07691427362056,SAI
24,301.2408698224738,300.33098652574506,LEC
