Minisector,HAM,VER,Fastest
0,292.118055415873,291.2610157992419,HAM
1,300.0451885132974,300.55955311075695,VER
2,280.2922841624844,285.41689585005463,VER
3,117.72121391652736,112.8281834036576,HAM
4,226.53088996104276,227.2526085193223,VER
5,267.9542513268958,265.91636966494576,HAM
6,220.62622820625197,206.76138644795103,HAM
7,164.58477517288617,164.4231963457875,HAM
8,206.90576745278324,201.49241861659172,HAM
9,211.93587947866922,217.60495840815886,VER
10,116.2659108816873,112.98012259298349,HAM
11,229.8975036723936,227.68759451308443,HAM
12,116.89179663214999,115.67527975881345,HAM
13,227.94036340321426,221.67945577829633,HAM
14,283.8446377232491,271.7897445275787,HAM
15,229.08564587547764,225.40392006518584,HAM
16,200.88161914354797,203.89407698327182,VER
17,255.37403542420142,250.59258129063141,HAM
18,217.8943598650992,201.20999134698442,HAM
19,182.09700453741928,184.8782929295813,VER
20,267.2816175765393,268.5636603795229,VER
21,294.9237767863779,294.69646261405063,HAM
22,164.8495298194041,163.03819898720658,HAM
23,213.0535199737551,210.9077092986252,HAM
24,280.32815669800425,272.19451599546267,HAM
