Minisector,NOR,HAM,Fastest
0,280.3678302693428,277.7762532628048,NOR
1,297.06990300416334,296.1348467898763,NOR
2,293.6058928304762,291.3437072663953,NOR
3,179.8584346968978,179.06655783297967,NOR
4,215.85385607628862,216.8692811647226,HAM
5,202.7629560207663,201.3732195030204,NOR
6,180.8539036241903,182.71961784407162,HAM
7,202.99314155291657,201.26196694167012,NOR
8,256.06271517719415,254.47407585525036,NOR
9,269.10138423596044,262.70757712459516,NOR
10,169.66634325841218,167.3267278392579,NOR
11,238.7482314756765,233.05582779249593,NOR
12,113.33405150978051,106.69061455547701,NOR
13,218.39925474528027,219.97107384376957,HAM
14,274.3270505720146,274.56099748286766,HAM
15,292.46985029841267,288.7680270990843,NOR
16,219.43354085436752,207.1886221896953,NOR
17,185.50417932222527,182.27511186077726,NOR
18,264.4041595198984,263.26381510119677,NOR
19,290.49214803371905,289.6877621973273,NOR
20,302.25728390977446,299.8074736492764,NOR
21,301.45232782608696,300.67836155026527,NOR
22,253.3646294453928,264.33040601904764,HAM
23,117.40578351800926,117.76157053111422,HAM
24,235.9542690676187,238.20668189673657,HAM
25,267.8625024,,NOR
