Minisector,LEC,HAM,Fastest
0,251.23650705069554,250.69756484034633,LEC
1,218.55986115156355,218.78029061651756,HAM
2,200.32844894779387,198.16032206768088,LEC
3,254.74079664789215,255.93495651091416,HAM
4,270.0268494099248,269.2279541361039,LEC
5,287.392240806076,288.6827915426128,HAM
6,166.18167863936438,180.10876322233167,HAM
7,177.49726626551566,170.86179626431903,LEC
8,266.57309046492753,262.84300344565656,LEC
9,291.43592140432423,292.3879945446236,HAM
10,303.66729703672723,304.1863886807843,HAM
11,306.7611996790476,305.9373571373529,LEC
12,117.03832392479363,120.43917291771719,HAM
13,195.64355649182863,183.46995273147462,LEC
14,267.78914340685714,267.61448873076836,LEC
15,293.0374883886384,294.8172733927477,HAM
16,295.73017863999996,303.375781384127,HAM
17,187.8628828251009,190.54368237960182,HAM
18,216.1734123911111,214.0726379217812,LEC
19,263.77547509174724,267.422337668254,HAM
20,153.65768823473923,156.59111537966976,HAM
21,145.3935858927992,141.63764260001224,LEC
22,219.6610345181527,220.00140154719006,HAM
23,229.73260993523812,241.8518562339921,HAM
24,157.77687776278873,150.76584670042715,LEC
25,224.4249984,222.31428571428572,LEC
