Minisector,SAI,OCO,Fastest
0,290.17154087778204,286.1433948622222,SAI
1,163.51952479718167,170.5749653581313,OCO
2,167.83602060511885,172.9460212909319,OCO
3,250.5637775304983,256.6998269929845,OCO
4,283.43603818781213,282.05441426813246,SAI
5,241.7346360307046,248.39834896563147,OCO
6,216.8979886295619,226.42246060426305,OCO
7,152.9299165401383,153.10807245235608,OCO
8,230.3718862379203,225.79441086178144,SAI
9,278.9714433981582,277.7653551111011,SAI
10,296.0662266870321,297.24183121964916,OCO
11,305.06937975071907,304.37171513117596,SAI
12,310.1667834896435,308.5372158545455,SAI
13,308.9617857142857,303.5988987050074,SAI
14,131.2147999866019,137.05954872973547,OCO
15,123.15697499207933,121.7670381083488,SAI
16,105.14553618814855,102.23479634038183,SAI
17,235.64791229686858,233.22609831875786,SAI
18,284.6389439858209,282.22646014185943,SAI
19,305.2078424468949,304.3220648360311,SAI
20,315.168385456,315.11244048035917,SAI
21,317.11281252,317.37571358844673,OCO
22,123.70617458305925,131.09863853380952,OCO
23,208.39732321265805,192.79808830838476,SAI
24,268.5417131826985,266.4167091969601,SAI
25,280.5,280.1992883016173,SAI
