Minisector,SAI,OCO,Fastest
0,287.6426458352941,285.2504916078431,SAI
1,126.47827362265106,121.96465146583071,SAI
2,152.13015555385766,165.13256051358024,OCO
3,216.37310496969695,208.16319263648265,SAI
4,158.17772750844648,160.34640638367347,OCO
5,244.92653557894735,245.9469426597706,OCO
6,200.89187209777776,193.2878913333333,SAI
7,134.51853397979798,139.8011761869205,OCO
8,234.50905106085764,240.3736833122807,OCO
9,278.59173714285714,281.0695985019909,OCO
10,282.77881589243697,279.41593135686276,SAI
11,143.85132947917128,142.07021979448743,SAI
12,223.6716377295238,229.81994093609606,OCO
13,272.27919449996836,276.26034941337883,OCO
14,288.1028646666667,256.4544160641604,SAI
15,112.76920939359162,102.35534744150118,SAI
16,205.6103527884058,232.3129090076771,OCO
17,271.0213243607843,281.1466792333333,OCO
18,294.09241094285716,302.4766669511111,OCO
19,306.9171826590476,314.74319202857146,OCO
20,313.7928572571428,321.34586084191335,OCO
21,297.4340182816428,257.6991206175439,SAI
22,153.48763033333333,149.92244062104484,SAI
23,230.48739446106055,245.22226246095238,OCO
24,276.43704463333336,283.1092265142857,OCO
25,290.25000106666664,,SAI
