Minisector,VER,OCO,Fastest
0,293.1554306769748,293.47519429549317,OCO
1,300.2954629807407,300.48229376822485,OCO
2,217.80279537888197,215.99428390060604,VER
3,140.58670430603175,131.71873747553656,VER
4,214.8626287777778,218.20999903942277,OCO
5,164.15609796195153,168.58402945106198,OCO
6,168.50884807874704,164.0666059779123,VER
7,253.25606014075186,245.88549309495875,VER
8,278.32180117542464,275.0585727345658,VER
9,287.3996862005195,283.99081840761903,VER
10,270.87328096,267.6617923785894,VER
11,251.7782818159615,245.79212301714287,VER
12,243.78164631111113,246.84417636601307,OCO
13,218.3725450506718,205.43924815852958,VER
14,134.54785913898638,133.22559653970507,VER
15,143.10414373919414,139.62807726023377,VER
16,176.03985003914275,167.9850618460512,VER
17,244.86257587831153,244.8143741731217,VER
18,246.41849301866668,253.13819120859014,OCO
19,117.16545219578514,117.90290257787882,OCO
20,190.73598459733333,186.08527107615183,VER
21,200.36983638742018,199.7254768188766,VER
22,235.8077233062857,219.8710245855238,VER
23,262.3475900757086,258.3193834029588,VER
24,281.17166454290594,277.7024842594713,VER
25,289.8,288.28249983999996,VER
