Minisector,PER,GAS,Fastest
0,287.9746965985351,291.39714902456143,GAS
1,293.467695421188,296.8004638814815,GAS
2,169.07327114761904,169.55997679191918,GAS
3,220.25610660935158,222.94621467447175,GAS
4,270.6829971716344,272.45401430716254,GAS
5,291.78981481481486,293.72017532631577,GAS
6,300.40661586715436,301.5460648888889,GAS
7,177.96471804675244,185.19190642448663,GAS
8,121.2964043773711,121.22459992358982,PER
9,245.6687074829932,247.79563443809525,GAS
10,282.26137756967285,283.8455119672004,GAS
11,293.22112787468575,295.88352457898355,GAS
12,153.75059774291972,152.00645906615924,PER
13,188.49470554094174,190.1625347958877,GAS
14,254.97021311518233,257.4170350294785,GAS
15,210.39585047351383,205.66668339141063,PER
16,217.488,218.62678338895145,GAS
17,216.6154563589946,212.36556876659796,PER
18,242.7775359536232,242.07794424883068,PER
19,275.27085881276565,275.20375939849623,PER
20,289.7780700631579,292.6741665947177,GAS
21,268.42229168,263.14492035274384,PER
22,227.22214470579252,227.45126426685457,GAS
23,206.1066997278434,206.37327836540018,GAS
24,263.1216268698413,265.17142846984126,GAS
