Minisector,VER,SAI,Fastest
0,294.4576261653816,292.9148549101449,VER
1,302.81344703030305,300.73100656623376,VER
2,274.91658168515954,274.50266820266665,VER
3,116.5559887102037,113.7912399382668,VER
4,235.30526033582981,231.52531977528935,VER
5,275.00538267826084,273.43049954133335,VER
6,216.0401214967742,202.36119639698717,VER
7,175.7923904135152,175.46633732296436,VER
8,221.02011490434595,216.61009120950177,VER
9,230.19540229885058,222.53775596277603,VER
10,121.0517451891487,119.80277344778231,VER
11,235.3571898749347,234.6865716608983,VER
12,122.25852775091576,117.96927551052282,VER
13,229.36143589935403,227.92026573089643,VER
14,277.56175584126987,273.98733468518793,VER
15,224.37404352261382,215.8372848150865,VER
16,208.95878018376268,207.13287720500347,VER
17,259.92374101277505,253.64104924444447,VER
18,206.5908190486931,194.5866600432679,VER
19,193.75191090042324,195.896455602688,SAI
20,269.9719143198738,269.05050984065815,VER
21,286.4862318376812,289.4232868899717,SAI
22,170.13315166615345,168.52143472388366,VER
23,221.75406953873247,220.54358357245937,VER
24,280.35779323873527,276.23258380551,VER
25,293.78333333333336,,VER
