Minisector,SAI,NOR,Fastest
0,309.99360159238097,311.75462846850434,NOR
1,320.5516956655226,327.4310186074074,NOR
2,323.7634804705882,328.0575178734556,NOR
3,320.71271825964914,319.58045202889855,SAI
4,165.20651517344433,171.99974581010102,NOR
5,206.30580411428573,208.69007479756837,NOR
6,234.20613450734626,237.7129968,NOR
7,263.0076348952381,263.8357957333333,NOR
8,249.38650305845457,248.87065719999998,SAI
9,161.55603082362646,165.42113945644905,NOR
10,227.3995597079101,226.2667996953677,SAI
11,133.6326743364595,130.99049933599855,SAI
12,228.41102718453038,225.6942394575238,SAI
13,184.68731896796535,184.53313477048545,SAI
14,219.22451917004457,217.45185347160495,SAI
15,240.69928073015873,246.03020587507913,NOR
16,260.16236428896985,265.0197518961039,NOR
17,282.07941747167916,282.3988096507936,NOR
18,158.45509540489644,159.7280100034962,NOR
19,173.04411777254904,169.9244716812941,SAI
20,145.3308615987652,141.39889913142855,SAI
21,163.66359000947125,161.01241945396572,SAI
22,113.77313107504762,115.40213245293556,NOR
23,221.58383877248613,222.27165926446884,NOR
24,269.58522773333334,269.94019974970956,NOR
25,285.4833344,283.5875008,SAI
