Minisector,HAM,RIC,Fastest
0,301.1869938533333,303.3605354819048,RIC
1,303.43859649122805,306.00172311578945,RIC
2,299.49379398130736,298.9298538160618,HAM
3,236.45200166400002,221.7588164923077,HAM
4,223.9959033809653,220.99794967128142,HAM
5,123.58149231504831,118.20713243809216,HAM
6,231.79453965048302,220.59276558017956,HAM
7,270.33710228752835,263.356158515942,HAM
8,219.7332641213194,215.42876382290936,HAM
9,121.74790373678393,121.68663993080455,HAM
10,241.94776253047652,237.00989431746032,HAM
11,253.67898731594204,249.55634133333334,HAM
12,137.78767380027801,133.2031826805475,HAM
13,224.4291383235385,217.25390749440183,HAM
14,269.5859099835299,264.7184520126984,HAM
15,230.2324092830476,217.43499786150983,HAM
16,177.81084152816183,168.44081289476335,HAM
17,246.71177470144926,240.91963148525042,HAM
18,127.71167555749466,121.89669630848584,HAM
19,152.6386240621715,145.89869338715283,HAM
20,209.0783177140756,203.89834566797103,HAM
21,258.89166519641566,256.2798589024402,HAM
22,275.5471128304762,273.54366612266665,HAM
23,285.92122966349206,284.85244612250034,HAM
24,295.73145808,293.51495576701757,HAM
25,,298.3124992,RIC
