Minisector,HAM,VER,Fastest
0,274.26428537142857,273.947953344708,HAM
1,289.3131316553989,291.019815470183,VER
2,295.06870330225564,293.6747806877193,HAM
3,135.33060567204262,130.13522896616118,HAM
4,212.3399166991004,206.2495091343938,HAM
5,259.3373020952381,258.14936184989347,HAM
6,154.0298524540558,146.87857369275375,HAM
7,218.16564113118943,210.20514108130087,HAM
8,263.2765344229012,261.71744956668965,HAM
9,281.3319077754386,278.78709273182955,HAM
10,251.7219587792175,240.7318867709577,HAM
11,188.09984170740572,187.62083460715715,HAM
12,211.8683319917136,198.77233170858267,HAM
13,152.34909780180178,154.69890759418635,VER
14,192.6537521584918,178.07174320297483,HAM
15,181.5396805727999,169.87370991833708,HAM
16,229.6961375082413,221.1950728349403,HAM
17,247.69438174290173,238.60410616047574,HAM
18,251.4609688743764,241.31680220259742,HAM
19,244.18966520335033,254.05758591796075,VER
20,152.0396108549894,143.25911697442476,HAM
21,135.5043630709339,144.21521113747795,VER
22,186.26315665806973,172.2695997889731,HAM
23,163.5737347931016,154.21123740533403,HAM
24,233.39195472171625,225.89795671055901,HAM
25,259.6124992,259.15128346922404,HAM
