Minisector,VER,OCO,Fastest
0,279.1506405147836,262.93204674951636,VER
1,116.7037704653231,113.8180832681123,VER
2,154.97602495568253,158.46844556838204,OCO
3,216.8477452237587,192.64090482659876,VER
4,164.3622127785538,164.62306597282492,OCO
5,238.0888918623954,242.06014595939385,OCO
6,219.3778341326869,198.52038801995337,VER
7,142.12897232214826,132.27069478948673,VER
8,230.4772877577143,229.91514170743739,VER
9,269.61787175265937,270.6114654147953,OCO
10,280.20529170213916,268.6829458731047,VER
11,148.38612052753743,137.62727605070612,VER
12,212.04344295207812,214.5637607716458,OCO
13,263.1368380538095,264.23693193410475,OCO
14,262.5624969677527,251.58423725908494,VER
15,101.31573829197721,98.46232777105645,VER
16,217.367319469328,216.71334148481387,VER
17,269.25109336,270.6581121913726,OCO
18,289.9490241405291,292.30008992014416,OCO
19,300.9839493270588,303.1230328954653,OCO
20,307.64244898133336,308.68540741214815,OCO
21,289.91881749761905,272.2668799780062,VER
22,147.70237916266666,146.21045305248188,VER
23,226.2102690307483,232.89727729636246,OCO
24,273.98163911499535,272.7323623362145,VER
