Minisector,VER,PER,Fastest
0,300.60567100770976,298.8965482242157,VER
1,247.37159486081012,237.62630010677952,VER
2,180.33501486671074,192.924106987726,PER
3,261.2980016407499,263.1673889794255,PER
4,217.2188811308706,219.2848662512619,PER
5,111.6404539033745,109.39415515431543,VER
6,173.54282509804713,174.62902343645996,PER
7,253.00631143733997,258.7211670042452,PER
8,289.90548152087274,293.17002371577513,PER
9,308.1901664258093,308.8855529650794,PER
10,315.73519923440864,315.98444044419045,PER
11,212.70935042970174,219.3322508249881,PER
12,142.02709316173977,141.49580578438645,VER
13,253.3956714976549,256.59000126524376,PER
14,290.03898284424093,294.5095216879657,PER
15,301.2126545619753,306.9170756813675,PER
16,293.41154135965365,301.9014583333334,PER
17,251.48173892948765,251.1546749618,VER
18,179.33043669719473,178.8600014459966,VER
19,179.11102153433967,168.37626852445746,VER
20,180.9918321187864,176.4056903662222,VER
21,239.85592459306667,229.75136855336876,VER
22,117.47965671226184,116.80163758340174,VER
23,192.82362910745516,207.40633333597287,PER
24,274.59154452844945,278.4052833164726,PER
25,290.775510156694,,VER
