Minisector,HAM,SAI,Fastest
0,268.6188972382587,268.12108772483367,HAM
1,288.0702649595682,290.93812821900286,SAI
2,285.11035687597706,296.0400505643094,SAI
3,122.68386161699597,123.40817279793922,SAI
4,193.9498658070073,194.4870035315044,SAI
5,248.30218911890947,255.93540161056808,SAI
6,140.63845335903954,134.54906455771237,HAM
7,205.75023730009596,199.74842255704206,HAM
8,256.08423708126446,256.1004734699074,SAI
9,276.36547238861175,279.23254410032865,SAI
10,229.1383700149403,228.0349965008291,HAM
11,171.52868411155336,173.0666018714012,SAI
12,188.88694381082604,190.5334506420038,SAI
13,142.78692021088915,141.28625748933447,HAM
14,180.2881231315849,179.1035509390077,HAM
15,158.4575330165451,157.6311125614603,HAM
16,215.4916287621983,210.01656879699195,HAM
17,234.27551981946755,230.27243193768714,HAM
18,237.93815245056206,236.69834304429514,HAM
19,245.08850921675213,245.90885279581835,SAI
20,139.87664950566023,138.24860607381555,HAM
21,134.20781364597008,134.31430559341308,SAI
22,169.40187518227665,160.8991167307611,HAM
23,149.27589033419233,146.14698386215275,HAM
24,223.52756287834515,218.04493140561917,HAM
25,,254.6140341872226,SAI
