Minisector,SAI,STR,Fastest
0,293.8499419160248,316.685191384669,STR
1,157.33382892790135,158.28865354663964,STR
2,153.9921448879336,147.51145450827013,SAI
3,222.67616004481832,237.6109511854845,STR
4,285.59067424424876,286.35969630831073,STR
5,296.33746314323383,287.7256341249012,SAI
6,152.59238339768748,142.83337763444285,SAI
7,141.58786604466928,142.9580523019017,STR
8,147.10669844866467,133.6231353327132,SAI
9,184.5921621092066,206.17161814399108,STR
10,135.8015485890527,124.34084166467562,SAI
11,127.53170552832603,122.72567603691576,SAI
12,151.83857423007214,180.6612476285198,STR
13,267.32522295415873,270.8778024135737,STR
14,294.50467787482444,291.70394621002754,SAI
15,151.47505602066377,141.60933052714256,SAI
16,207.4953433144351,186.60076599869709,SAI
17,172.37442083229385,179.51157956619477,STR
18,272.35451263622195,277.87341546179044,STR
19,295.67293768138717,297.7627052525253,STR
20,308.3707804292283,312.704021862029,STR
21,315.87041670933337,320.37751806836366,STR
22,320.6685327951625,326.17420451878786,STR
23,323.3604167253333,329.1288021111111,STR
24,324.25581817893607,327.6187863167549,STR
