Minisector,LEC,OCO,Fastest
0,256.4038407922548,253.2166716757366,LEC
1,129.92336391669207,129.7377050727312,LEC
2,259.1475721760661,259.44040971027135,OCO
3,301.6924892672736,306.86963050779906,OCO
4,302.7506746311111,306.0090037501133,OCO
5,309.29423416681135,313.4219907621399,OCO
6,313.65307274317576,318.7773931350427,OCO
7,310.957696243855,314.50529098783124,OCO
8,193.74711124511578,193.14374723652884,LEC
9,187.5359616535285,190.9131794417692,OCO
10,185.7631963932091,186.70741862689377,OCO
11,169.94275521624763,168.66217042031866,LEC
12,248.78469898336047,251.21357393827608,OCO
13,272.3471591947455,263.7763692771157,LEC
14,275.3500097043224,272.08911282941284,LEC
15,272.30113391873846,263.4163023396072,LEC
16,178.17768892348306,176.56451137962688,LEC
17,187.64889362178317,183.35719661496617,LEC
18,234.48299659346947,229.4168642936876,LEC
19,285.3249040409504,283.92607062021506,LEC
20,308.7435254289657,309.0731089057537,OCO
21,315.98691191527615,317.9799761828571,OCO
22,313.2270112253893,315.08001080577117,OCO
23,252.33317143799772,217.93264469293334,LEC
24,110.47344639417624,115.67432980961364,OCO
