Minisector,RUS,ALO,Fastest
0,281.42370998973036,283.2645293166843,ALO
1,122.0071877828362,119.28449728224062,RUS
2,163.71290897833507,161.86575753604816,RUS
3,218.96055937163638,206.14805473773785,RUS
4,170.7699627798121,168.6296098486331,RUS
5,243.22120613614038,242.62302010702948,RUS
6,226.98172207790273,197.10533548788663,RUS
7,135.09962114233826,139.19473919582003,ALO
8,226.8184791109433,239.13393882144817,ALO
9,276.31138569222225,277.748992066455,ALO
10,292.002695852344,279.1121614613,RUS
11,166.2604415893651,155.382335213658,RUS
12,217.05824447016553,223.1963450090017,ALO
13,268.5969814689216,269.9192349947475,ALO
14,276.72672102233764,266.2301922684594,RUS
15,102.56363732996569,101.80546967299702,RUS
16,201.90321145697723,209.2414450417561,ALO
17,270.9638218186147,270.28354117904763,RUS
18,291.20672294184874,302.1832691919792,ALO
19,303.44689481981266,316.8703101529191,ALO
20,308.3972222273016,324.4036673705495,ALO
21,286.77759115670995,277.0998505322129,RUS
22,157.47166676667763,151.8632962759959,RUS
23,235.93812226285715,235.038869657041,RUS
24,275.29834235050515,279.1983950936479,ALO
25,287.88500096,293.0,ALO
