Minisector,LEC,SAI,Fastest
0,285.32531623334165,287.46058440839914,SAI
1,294.7095906690282,294.4155796869565,LEC
2,287.7612357729637,285.3356641466818,LEC
3,110.59343692530894,111.58179987398987,SAI
4,220.36902869333332,223.73694432,SAI
5,271.38480197186914,272.7726585828571,SAI
6,218.91703398172112,214.4905110118326,LEC
7,159.8791153521292,163.32258686171377,SAI
8,209.69582801838453,212.64086049032258,SAI
9,221.3486962481198,223.08865183034325,SAI
10,118.62872995804979,120.33502567756348,SAI
11,229.16626117205422,234.16376083841374,SAI
12,126.50509308756483,126.92466182179304,SAI
13,223.81935627375702,224.23490956069838,SAI
14,277.42274342222225,278.82999987200003,SAI
15,218.6440126770215,220.3974635469248,SAI
16,187.68233360649955,191.42376778031257,SAI
17,242.24483862580385,250.49183870658143,SAI
18,203.2242225145385,199.666053441136,LEC
19,176.98569243720107,178.9646662631462,SAI
20,260.9788798691469,262.7554617427615,SAI
21,285.4965040707017,286.82836445548656,SAI
22,178.70191536901265,178.38716150188486,LEC
23,212.35460336100104,216.94850248847925,SAI
24,267.5466667048513,270.4409511450148,SAI
25,279.54166613333336,,LEC
