Minisector,HAM,STR,Fastest
0,305.1188408115942,306.99765383822313,STR
1,319.56746016507935,323.4341270857143,STR
2,304.4002809039189,290.8057979494824,HAM
3,113.35186919139737,110.05721310657005,HAM
4,218.6215279243774,223.1573588141892,STR
5,274.1647534064195,272.6856664746667,HAM
6,219.92187606666667,211.132242742357,HAM
7,160.7866572244166,162.30546066616262,STR
8,211.63651834129914,205.99496262494065,HAM
9,223.98624208193226,220.24363580183228,HAM
10,120.75238610948955,119.52701887526467,HAM
11,225.6605025656518,226.58335984899148,STR
12,123.81291164832548,123.03703470118174,HAM
13,223.04747678058638,226.4336109511111,STR
14,277.1483331413333,275.63310705871606,HAM
15,217.63198367139853,206.90974426213106,HAM
16,192.22276218476955,194.52321852344016,STR
17,253.581412429992,246.40622544500522,HAM
18,213.52285061505376,193.99965878058026,HAM
19,175.99780282375735,187.2512179863202,STR
20,264.0318779003315,264.5359484557392,STR
21,281.09239132753623,279.4380456761905,HAM
22,178.22276719032584,173.33501225683946,HAM
23,213.00739173947773,218.37089618613513,STR
24,269.2376020403038,268.28099773056937,HAM
25,282.55,,HAM
