Minisector,SAI,NOR,Fastest
0,260.90882352941173,263.01740203921565,NOR
1,135.0827144802577,139.32890852891057,NOR
2,195.25463530199323,197.9115950730159,NOR
3,243.91484593837535,248.18080763176664,NOR
4,259.9450385134029,261.7205886745098,NOR
5,184.6173218024652,187.4430589482669,NOR
6,152.57786600070546,149.80770146095463,SAI
7,185.42283182129142,184.18669644547685,SAI
8,103.66576454971947,105.92571176924996,NOR
9,79.1596799921428,78.07602120618606,SAI
10,93.62398021485409,93.69007751342528,NOR
11,179.75371397813785,172.67106489772257,SAI
12,245.2406191283469,245.45915975394917,NOR
13,267.5584126984127,270.82492576431673,NOR
14,280.10087876158485,280.56111175111107,NOR
15,121.25864428464294,131.07127704411445,NOR
16,142.58571820241698,123.55253289806514,SAI
17,194.93076280762193,198.0093683520841,NOR
18,198.22511904761905,199.27685219951113,NOR
19,220.00119248117622,227.37400926137565,NOR
20,131.83569177946262,137.25176990007054,NOR
21,117.55610667740883,130.18403804444443,NOR
22,93.30744299810338,85.58278709659898,SAI
23,195.80000096507933,186.92684879994516,SAI
24,246.7794159922542,248.66838312156864,NOR
25,,262.1222215111111,NOR
