Minisector,VER,STR,Fastest
0,250.7917214061799,244.19843092994748,VER
1,209.54893178439343,206.69857179428573,VER
2,199.505002469102,201.410870133398,STR
3,244.94681732810668,254.28635418417502,STR
4,262.6321949990365,270.36901152506124,STR
5,284.8035393906884,277.2129058666667,VER
6,160.98028056649494,165.65479233805996,STR
7,176.12564148325924,171.5518095866602,VER
8,262.7715078731575,262.0277201477887,VER
9,291.2967874200979,288.40406277253106,VER
10,302.7136365028572,297.2933248076927,VER
11,303.11401593322364,292.8728653174641,VER
12,108.12383696031827,115.95167160906291,STR
13,189.85960870944746,180.9432571392717,VER
14,268.2834803697101,262.39480436370843,VER
15,294.8600680406349,290.4827989897143,VER
16,296.0012921329594,293.15875629889223,VER
17,175.2322742430427,185.15704200681097,STR
18,206.81014205968253,208.84159568511575,STR
19,260.37548375828675,259.55173642768256,VER
20,152.69799246532494,155.9782615935924,STR
21,144.42372061313839,137.62159294609856,VER
22,218.97651574564102,209.83627563104935,VER
23,230.25236792625722,229.219028937197,VER
24,153.21679454348524,148.84913162601256,VER
25,225.0857142857143,217.0,VER
